token,phonemes,ipa,syllables,stress,plosives,fricatives,energy,rhyme_family,archetype
Virtue,V I R T U E,virtue,1,1,1,1,0.33,tue,Gatswaai
Virus,V I R U S,virus,2,10,0,2,0.16,rus,Gatswaai
Visionary,V I S I O N A R Y,visionarj,4,1000,0,2,0.16,y,Gatswaai
Visit,V I S I T,visit,2,10,1,2,0.31,sit,Gatswaai
Visitor,V I S I T O R,visitor,3,100,1,2,0.31,tor,Gatswaai
Visual,V I S U A L,visual,2,10,0,2,0.16,ual,Gatswaai
Vital,V I T A L,vital,2,10,1,1,0.23,tal,Gatswaai
Vivid,V I V I D,vivid,2,10,1,2,0.31,vid,Gatswaai
Vocal,V O K A L,vokal,2,10,1,1,0.23,cal,Gatswaai
Vocabulary,V O K A B U L A R Y,vokabularj,5,10000,2,1,0.38,y,Gatswaai
Vogue,V O G U E,voɡue,1,1,1,1,0.33,gue,Gatswaai
Voice,V OY K E,vɔɪke,1,1,1,1,0.33,ice,Gatswaai
Volcano,V O L K A N O,volkano,3,100,1,1,0.23,ano,Gatswaai
Volume,V O L U M E,volume,2,10,0,1,0.08,ume,Gatswaai
Voluntary,V O L U N T A R Y,voluntarj,4,1000,1,1,0.23,y,Gatswaai
Volunteer,V O L U N T E E R,volunteer,3,100,1,1,0.23,eer,Gatswaai
Vomit,V O M I T,vomit,2,10,1,1,0.23,mit,Gatswaai
Vote,V O T E,vote,1,1,1,1,0.33,ote,Gatswaai
Voucher,V AW K H E R,vaʊkher,2,10,1,2,0.31,her,Gatswaai
Vow,V AW,vaʊ,1,1,0,1,0.18,vow,Gatswaai
Vowel,V AW E L,vaʊel,2,10,0,1,0.08,wel,Gatswaai
Voyage,V OY A G E,vɔɪaɡe,1,1,1,1,0.33,age,Gatswaai
Wait,W EY T,weɪt,1,1,1,0,0.25,ait,Gatswaai
Wake,W A K E,wake,1,1,1,0,0.25,ake,Gatswaai
Walk,W A L K,walk,1,1,1,0,0.25,alk,Gatswaai
Wall,W A L L,wall,1,1,0,0,0.1,all,Gatswaai
Wallet,W A L L E T,wallet,2,10,1,0,0.15,let,Gatswaai
Walnut,W A L N U T,walnut,2,10,1,0,0.15,nut,Gatswaai
Want,W A N T,want,1,1,1,0,0.25,ant,Gatswaai
War,W A R,war,1,1,0,0,0.1,war,Gatswaai
Warfare,W A R F A R E,warfare,2,10,0,1,0.08,are,Gatswaai
Warm,W A R M,warm,1,1,0,0,0.1,arm,Gatswaai
Warmth,W A R M T H,warmth,1,1,1,1,0.33,mth,Gatswaai
Warn,W A R N,warn,1,1,0,0,0.1,arn,Gatswaai
Warp,W A R P,warp,1,1,1,0,0.25,arp,Gatswaai
Warren,W A R R E N,warren,2,10,0,0,0.0,ren,Gatswaai
Warrior,W A R R I O R,warrior,2,10,0,0,0.0,ior,Gatswaai
Was,W A S,was,1,1,0,1,0.18,was,Gatswaai
Wash,W A SH,waʃ,1,1,0,2,0.26,ash,Gatswaai
Waste,W A S T E,waste,1,1,1,1,0.33,ste,Gatswaai
Watch,W A T K H,watkh,1,1,2,1,0.48,tch,Gatswaai
Water,W A T E R,water,2,10,1,0,0.15,ter,Gatswaai
Wave,W A V E,wave,1,1,0,1,0.18,ave,Gatswaai
Wax,W A X,wax,1,1,0,0,0.1,wax,Gatswaai
Way,W EY,weɪ,1,1,0,0,0.1,y,Gatswaai
Weak,W E A K,weak,1,1,1,0,0.25,eak,Gatswaai
Wealth,W E A L T H,wealth,1,1,1,1,0.33,lth,Gatswaai
Weapon,W E A P O N,weapon,2,10,1,0,0.15,pon,Gatswaai
Wear,W E A R,wear,1,1,0,0,0.1,ear,Gatswaai
Weather,W E A T H E R,weather,2,10,1,1,0.23,her,Gatswaai
Weave,W E A V E,weave,1,1,0,1,0.18,ave,Gatswaai
Web,W E B,web,1,1,1,0,0.25,web,Gatswaai
Wedding,W E D D I N G,weddinɡ,2,10,3,0,0.45,ing,Gatswaai
Wednesday,W E D N E S D EY,wednesdeɪ,3,100,2,1,0.38,y,Gatswaai
Weed,W E E D,weed,1,1,1,0,0.25,eed,Gatswaai
Week,W E E K,week,1,1,1,0,0.25,eek,Gatswaai
Weep,W E E P,weep,1,1,1,0,0.25,eep,Gatswaai
Weigh,W IY G H,wiɡh,1,1,1,1,0.33,igh,Gatswaai
Weight,W IY G H T,wiɡht,1,1,2,1,0.48,ght,Gatswaai
Weird,W IY R D,wird,1,1,1,0,0.25,ird,Gatswaai
Welcome,W E L K O M E,welkome,2,10,1,0,0.15,ome,Gatswaai
Weld,W E L D,weld,1,1,1,0,0.25,eld,Gatswaai
Welfare,W E L F A R E,welfare,2,10,0,1,0.08,are,Gatswaai
Well,W E L L,well,1,1,0,0,0.1,ell,Gatswaai
Welsh,W E L SH,welʃ,1,1,0,2,0.26,lsh,Gatswaai
Wen,W E N,wen,1,1,0,0,0.1,wen,Gatswaai
West,W E S T,west,1,1,1,1,0.33,est,Gatswaai
Western,W E S T E R N,western,2,10,1,1,0.23,ern,Gatswaai
Wet,W E T,wet,1,1,1,0,0.25,wet,Gatswaai
Whale,W H A L E,whale,1,1,0,1,0.18,ale,Gatswaai
What,W H A T,what,1,1,1,1,0.33,hat,Gatswaai
Wheat,W H E A T,wheat,1,1,1,1,0.33,eat,Gatswaai
Wheel,W H E E L,wheel,1,1,0,1,0.18,eel,Gatswaai
When,W H E N,when,1,1,0,1,0.18,hen,Gatswaai
Where,W H E R E,where,1,1,0,1,0.18,ere,Gatswaai
Whether,W H E T H E R,whether,2,10,1,2,0.31,her,Gatswaai
Which,W H I K H,whikh,1,1,1,2,0.41,ich,Gatswaai
While,W H I L E,while,1,1,0,1,0.18,ile,Gatswaai
Whip,W H I P,whip,1,1,1,1,0.33,hip,Gatswaai
Whisper,W H I S P E R,whisper,2,10,1,2,0.31,per,Gatswaai
Whistle,W H I S T L E,whistle,1,1,1,2,0.41,tle,Gatswaai
White,W H I T E,white,1,1,1,1,0.33,ite,Gatswaai
Who,W H O,who,1,1,0,1,0.18,who,Gatswaai
Whole,W H O L E,whole,1,1,0,1,0.18,ole,Gatswaai
Wholesale,W H O L E S A L E,wholesale,3,100,0,2,0.16,ale,Gatswaai
Wholly,W H O L L Y,whollj,2,10,0,1,0.08,y,Gatswaai
Why,W H Y,whj,1,1,0,1,0.18,y,Gatswaai
Wicked,W I K K E D,wikked,2,10,3,0,0.45,ked,Gatswaai
Wide,W I D E,wide,1,1,1,0,0.25,ide,Gatswaai
Widow,W I D AW,widaʊ,2,10,1,0,0.15,dow,Gatswaai
Width,W I D T H,width,1,1,2,1,0.48,dth,Gatswaai
Wield,W I E L D,wield,1,1,1,0,0.25,eld,Gatswaai
Wife,W I F E,wife,1,1,0,1,0.18,ife,Gatswaai
Wild,W I L D,wild,1,1,1,0,0.25,ild,Gatswaai
Will,W I L L,will,1,1,0,0,0.1,ill,Gatswaai
Willow,W I L L AW,willaʊ,2,10,0,0,0.0,low,Gatswaai
Wind,W I N D,wind,1,1,1,0,0.25,ind,Gatswaai
Window,W I N D AW,windaʊ,2,10,1,0,0.15,dow,Gatswaai
Wine,W I N E,wine,1,1,0,0,0.1,ine,Gatswaai
Wing,W I N G,winɡ,1,1,1,0,0.25,ing,Gatswaai
Winter,W I N T E R,winter,2,10,1,0,0.15,ter,Gatswaai
Wipe,W I P E,wipe,1,1,1,0,0.25,ipe,Gatswaai
Wire,W I R E,wire,1,1,0,0,0.1,ire,Gatswaai
Wisdom,W I S D O M,wisdom,2,10,1,1,0.23,dom,Gatswaai
Wise,W I S E,wise,1,1,0,1,0.18,ise,Gatswaai
Wish,W I SH,wiʃ,1,1,0,2,0.26,ish,Gatswaai
Witch,W I T K H,witkh,1,1,2,1,0.48,tch,Gatswaai
Within,W I T H I N,within,2,10,1,1,0.23,hin,Gatswaai
Without,W I T H AW T,withaʊt,2,10,2,1,0.38,out,Gatswaai
Witness,W I T N E S S,witness,2,10,1,2,0.31,ess,Gatswaai
Woe,W O E,woe,1,1,0,0,0.1,woe,Gatswaai
Wolf,W O L F,wolf,1,1,0,1,0.18,olf,Gatswaai
Woman,W O M A N,woman,2,10,0,0,0.0,man,Gatswaai
Wonder,W O N D E R,wonder,2,10,1,0,0.15,der,Gatswaai
Wood,W O O D,wood,1,1,1,0,0.25,ood,Gatswaai
Wooden,W O O D E N,wooden,2,10,1,0,0.15,den,Gatswaai
Wool,W O O L,wool,1,1,0,0,0.1,ool,Gatswaai
Word,W O R D,word,1,1,1,0,0.25,ord,Gatswaai
Wore,W O R E,wore,1,1,0,0,0.1,ore,Gatswaai
Work,W O R K,work,1,1,1,0,0.25,ork,Gatswaai
World,W O R L D,world,1,1,1,0,0.25,rld,Gatswaai
Worm,W O R M,worm,1,1,0,0,0.1,orm,Gatswaai
Worn,W O R N,worn,1,1,0,0,0.1,orn,Gatswaai
Worry,W O R R Y,worrj,2,10,0,0,0.0,y,Gatswaai
Worse,W O R S E,worse,1,1,0,1,0.18,rse,Gatswaai
Worst,W O R S T,worst,1,1,1,1,0.33,rst,Gatswaai
Worth,W O R T H,worth,1,1,1,1,0.33,rth,Gatswaai
Worthless,W O R T H L E S S,worthless,2,10,1,3,0.39,ess,Gatswaai
Would,W AW L D,waʊld,1,1,1,0,0.25,uld,Gatswaai
Wound,W AW N D,waʊnd,1,1,1,0,0.25,und,Gatswaai
Wrap,W R A P,wrap,1,1,1,0,0.25,rap,Gatswaai
Wreck,W R E K K,wrekk,1,1,2,0,0.4,eck,Gatswaai
Wrestle,W R E S T L E,wrestle,1,1,1,1,0.33,tle,Gatswaai
Wriggle,W R I G G L E,wriɡɡle,1,1,2,0,0.4,gle,Gatswaai
Wring,W R I N G,wrinɡ,1,1,1,0,0.25,ing,Gatswaai
Write,W R I T E,write,1,1,1,0,0.25,ite,Gatswaai
Wrong,W R O N G,wronɡ,1,1,1,0,0.25,ong,Gatswaai
Wrote,W R O T E,wrote,1,1,1,0,0.25,ote,Gatswaai
Wrought,W R AW G H T,wraʊɡht,1,1,2,1,0.48,ght,Gatswaai
Xenophobia,X E N O P H O B I A,xenophobia,4,1000,2,1,0.38,bia,Gatswaai
Xylophone,X Y L O P H O N E,xjlophone,3,100,1,1,0.23,one,Gatswaai
Yacht,Y A K H T,jakht,1,1,2,1,0.48,cht,Gatswaai
Yard,Y A R D,jard,1,1,1,0,0.25,ard,Gatswaai
Yarn,Y A R N,jarn,1,1,0,0,0.1,arn,Gatswaai
Year,Y E A R,jear,1,1,0,0,0.1,ear,Gatswaai
Yearn,Y E A R N,jearn,1,1,0,0,0.1,arn,Gatswaai
Yeast,Y E A S T,jeast,1,1,1,1,0.33,ast,Gatswaai
Yellow,Y E L L AW,jellaʊ,2,10,0,0,0.0,low,Gatswaai
Yield,Y I E L D,jield,1,1,1,0,0.25,eld,Gatswaai
You,Y AW,jaʊ,1,1,0,0,0.1,you,Gatswaai
Young,Y AW N G,jaʊnɡ,1,1,1,0,0.25,ung,Gatswaai
Youth,Y AW T H,jaʊth,1,1,1,1,0.33,uth,Gatswaai
Zebra,Z E B R A,zebra,2,10,1,1,0.23,bra,Gatswaai
Zen,Z E N,zen,1,1,0,1,0.18,zen,Gatswaai
Zephyr,Z E P H Y R,zephjr,2,10,1,2,0.31,hyr,Gatswaai
Zero,Z E R O,zero,2,10,0,1,0.08,ero,Gatswaai
Zest,Z E S T,zest,1,1,1,2,0.41,est,Gatswaai
Zinc,Z I N K,zink,1,1,1,1,0.33,inc,Gatswaai
Zone,Z O N E,zone,1,1,0,1,0.18,one,Gatswaai
Zoom,Z O O M,zoom,1,1,0,1,0.18,oom,Gatswaai
